"","year","date","event","high_1","low_1","high_2","low_2","high_3","max_tide_height"
"3020","2014",2014-04-08,"",93,55,105,68,NA,105
"3021","2014",2014-04-09,"fq",78,66,100,62,NA,100
"3022","2014",2014-04-10,"",102,NA,NA,NA,NA,102
"3023","2014",2014-04-11,"",NA,48,87,80,111,111
"3024","2014",2014-04-12,"",NA,34,96,73,123,123
"3025","2014",2014-04-13,"",NA,20,104,64,134,134
"3026","2014",2014-04-14,"",NA,8,112,54,145,145
"3027","2014",2014-04-15,"",NA,-1,120,45,153,153
"3028","2014",2014-04-16,"",NA,-7,127,37,158,158
"3029","2014",2014-04-17,"fm",NA,-9,133,32,159,159
"3030","2014",2014-04-18,"",NA,-6,137,29,155,155
"3031","2014",2014-04-19,"",NA,2,139,30,145,145
"3032","2014",2014-04-20,"",NA,14,138,34,131,138
"3033","2014",2014-04-21,"",NA,28,135,41,NA,135
"3034","2014",2014-04-22,"",113,45,128,51,NA,128
"3035","2014",2014-04-23,"lq",94,61,120,57,NA,120
"3036","2014",2014-04-24,"",81,78,113,47,NA,113
"3037","2014",2014-04-25,"",93,85,119,NA,NA,119
"3038","2014",2014-04-26,"",NA,31,107,74,132,132
"3039","2014",2014-04-27,"",NA,18,118,62,144,144
"3040","2014",2014-04-28,"",NA,10,127,51,152,152
"3041","2014",2014-04-29,"",NA,5,134,42,157,157
"3042","2014",2014-04-30,"",NA,5,138,36,156,156
"3043","2014",2014-05-01,"",NA,13,120,53,142,142
"3044","2014",2014-05-02,"",NA,9,124,43,147,147
"3045","2014",2014-05-03,"",NA,8,129,34,149,149
"3046","2014",2014-05-04,"fm",NA,8,135,27,148,148
"3047","2014",2014-05-05,"",NA,12,140,22,143,143
"3048","2014",2014-05-06,"",NA,18,144,20,135,144
"3049","2014",2014-05-07,"",NA,25,146,21,124,146
"3050","2014",2014-05-08,"",NA,35,146,25,110,146
"3051","2014",2014-05-09,"",NA,45,142,32,93,142
"3052","2014",2014-05-10,"",NA,56,135,43,NA,135
"3053","2014",2014-05-11,"lq",74,65,124,49,NA,124
"3054","2014",2014-05-12,"",110,NA,NA,NA,NA,110
"3055","2014",2014-05-13,"",NA,34,100,91,115,115
"3056","2014",2014-05-14,"",NA,17,111,71,133,133
"3057","2014",2014-05-15,"",NA,5,124,51,149,149
"3058","2014",2014-05-16,"",NA,-2,136,32,159,159
"3059","2014",2014-05-17,"",NA,-3,146,17,161,161
"3060","2014",2014-05-18,"nm",NA,1,152,6,156,156
"3061","2014",2014-05-19,"",NA,10,154,2,144,154
"3062","2014",2014-05-20,"",NA,21,152,3,128,152
"3063","2014",2014-05-21,"",NA,33,147,11,110,147
"3064","2014",2014-05-22,"",NA,45,138,22,93,138
"3065","2014",2014-05-23,"",NA,56,128,36,NA,128
"3066","2014",2014-05-24,"",77,64,118,49,NA,118
"3067","2014",2014-05-25,"fq",107,50,NA,NA,NA,107
"3068","2014",2014-05-26,"",99,NA,NA,NA,NA,99
"3069","2014",2014-05-27,"",NA,40,100,78,97,100
"3070","2014",2014-05-28,"",NA,31,104,65,108,108
"3071","2014",2014-05-29,"",NA,24,109,52,118,118
"3072","2014",2014-05-30,"",NA,18,115,38,126,126
"3073","2014",2014-05-31,"lq",71,68,117,51,NA,117
"3074","2014",2014-06-01,"",108,NA,NA,NA,NA,108
"3075","2014",2014-06-02,"",NA,33,98,87,119,119
"3076","2014",2014-06-03,"",NA,16,109,70,136,136
"3077","2014",2014-06-04,"",NA,2,122,52,152,152
"3078","2014",2014-06-05,"",NA,-7,134,34,163,163
"3079","2014",2014-06-06,"",NA,-9,145,18,167,167
"3080","2014",2014-06-07,"nm",NA,-6,153,7,162,162
"3081","2014",2014-06-08,"",NA,3,157,3,150,157
"3082","2014",2014-06-09,"",NA,16,157,5,132,157
"3083","2014",2014-06-10,"",NA,30,151,14,112,151
"3084","2014",2014-06-11,"",NA,45,141,28,NA,141
"3085","2014",2014-06-12,"",90,59,128,44,NA,128
"3086","2014",2014-06-13,"fq",72,69,114,52,NA,114
"3087","2014",2014-06-14,"",101,NA,NA,NA,NA,101
"3088","2014",2014-06-15,"",NA,41,102,84,106,106
"3089","2014",2014-06-16,"",NA,31,109,71,118,118
"3090","2014",2014-06-17,"",NA,24,115,58,127,127
"3091","2014",2014-06-18,"",NA,20,120,46,134,134
"3092","2014",2014-06-19,"",NA,17,124,36,138,138
"3093","2014",2014-06-20,"",NA,16,129,26,139,139
"3094","2014",2014-06-21,"",NA,17,133,18,138,138
"3095","2014",2014-06-22,"fm",NA,20,138,12,134,138
"3096","2014",2014-06-23,"",NA,24,141,10,128,141
"3097","2014",2014-06-24,"",NA,29,144,10,119,144
"3098","2014",2014-06-25,"",NA,36,143,13,108,143
"3099","2014",2014-06-26,"",NA,43,140,19,95,140
"3100","2014",2014-06-27,"",NA,51,134,28,81,134
"3101","2014",2014-06-28,"",NA,59,125,39,NA,125
"3102","2014",2014-06-29,"lq",67,66,112,44,NA,112
"3103","2014",2014-06-30,"",NA,28,150,21,114,150
"3104","2014",2014-07-01,"",NA,44,142,33,NA,142
"3105","2014",2014-07-02,"",93,59,130,47,NA,130
"3106","2014",2014-07-03,"fq",74,71,115,49,NA,115
"3107","2014",2014-07-04,"",108,NA,NA,NA,NA,108
"3108","2014",2014-07-05,"",NA,35,105,83,121,121
"3109","2014",2014-07-06,"",NA,24,115,68,134,134
"3110","2014",2014-07-07,"",NA,17,123,55,143,143
"3111","2014",2014-07-08,"",NA,13,129,44,148,148
"3112","2014",2014-07-09,"",NA,13,134,34,149,149
"3113","2014",2014-07-10,"",NA,14,137,28,147,147
"3114","2014",2014-07-11,"fm",NA,18,138,23,142,142
"3115","2014",2014-07-12,"",NA,22,139,21,134,139
"3116","2014",2014-07-13,"",NA,28,140,21,125,140
"3117","2014",2014-07-14,"",NA,35,139,24,115,139
"3118","2014",2014-07-15,"",NA,43,136,29,103,136
"3119","2014",2014-07-16,"",NA,50,132,36,90,132
"3120","2014",2014-07-17,"",NA,58,125,45,NA,125
"3121","2014",2014-07-18,"",76,65,116,54,NA,116
"3122","2014",2014-07-19,"lq",104,45,NA,NA,NA,104
"3123","2014",2014-07-20,"",92,89,98,NA,NA,98
"3124","2014",2014-07-21,"",NA,31,99,72,112,112
"3125","2014",2014-07-22,"",NA,18,111,53,128,128
"3126","2014",2014-07-23,"",NA,7,124,33,141,141
"3127","2014",2014-07-24,"",NA,1,136,15,150,150
"3128","2014",2014-07-25,"",NA,-1,148,-1,152,152
"3129","2014",2014-07-26,"nm",NA,3,156,-11,147,156
"3130","2014",2014-07-27,"",NA,11,159,-14,135,159
"3131","2014",2014-07-28,"",NA,21,157,-10,119,157
"3132","2014",2014-07-29,"",NA,34,150,1,100,150
"3133","2014",2014-07-30,"",NA,12,144,25,146,146
"3134","2014",2014-07-31,"",NA,21,142,26,134,142
"3135","2014",2014-08-01,"",NA,30,139,30,121,139
"3136","2014",2014-08-02,"",NA,40,134,36,107,134
"3137","2014",2014-08-03,"",NA,49,128,45,93,128
"3138","2014",2014-08-04,"",NA,58,121,54,NA,121
"3139","2014",2014-08-05,"",79,66,113,62,NA,113
"3140","2014",2014-08-06,"lq",103,NA,NA,NA,NA,103
"3141","2014",2014-08-07,"",NA,52,94,91,98,98
"3142","2014",2014-08-08,"",NA,39,98,79,109,109
"3143","2014",2014-08-09,"",NA,27,106,64,121,121
"3144","2014",2014-08-10,"",NA,17,114,49,133,133
"3145","2014",2014-08-11,"",NA,9,124,34,143,143
"3146","2014",2014-08-12,"",NA,4,134,21,149,149
"3147","2014",2014-08-13,"nm",NA,2,144,9,151,151
"3148","2014",2014-08-14,"",NA,5,151,2,147,151
"3149","2014",2014-08-15,"",NA,12,154,0,137,154
"3150","2014",2014-08-16,"",NA,21,154,3,123,154
"3151","2014",2014-08-17,"",NA,34,149,12,106,149
"3152","2014",2014-08-18,"",NA,47,139,26,NA,139
"3153","2014",2014-08-19,"",87,61,125,41,NA,125
"3154","2014",2014-08-20,"fq",73,73,109,44,NA,109
"3155","2014",2014-08-21,"",93,90,104,NA,NA,104
"3156","2014",2014-08-22,"",NA,33,104,72,117,117
"3157","2014",2014-08-23,"",NA,23,116,54,130,130
"3158","2014",2014-08-24,"",NA,17,126,38,139,139
"3159","2014",2014-08-25,"",NA,14,133,25,142,142
"3160","2014",2014-08-26,"",NA,15,138,16,142,142
"3161","2014",2014-08-27,"fm",NA,17,141,10,137,141
"3162","2014",2014-08-28,"",NA,22,141,7,130,141
"3163","2014",2014-08-29,"",NA,22,114,58,133,133
"3164","2014",2014-08-30,"",NA,15,120,47,140,140
"3165","2014",2014-08-31,"",NA,11,126,36,146,146
"3166","2014",2014-09-01,"",NA,8,133,28,148,148
"3167","2014",2014-09-02,"nm",NA,9,138,21,147,147
"3168","2014",2014-09-03,"",NA,12,143,18,143,143
"3169","2014",2014-09-04,"",NA,17,145,17,135,145
"3170","2014",2014-09-05,"",NA,25,145,20,123,145
"3171","2014",2014-09-06,"",NA,36,142,27,108,142
"3172","2014",2014-09-07,"",NA,47,135,37,NA,135
"3173","2014",2014-09-08,"",92,60,125,48,NA,125
"3174","2014",2014-09-09,"fq",76,72,113,48,NA,113
"3175","2014",2014-09-10,"",91,90,109,NA,NA,109
"3176","2014",2014-09-11,"",NA,33,103,76,124,124
"3177","2014",2014-09-12,"",NA,19,116,57,139,139
"3178","2014",2014-09-13,"",NA,9,129,40,151,151
"3179","2014",2014-09-14,"",NA,4,139,25,156,156
"3180","2014",2014-09-15,"",NA,4,146,14,156,156
"3181","2014",2014-09-16,"fm",NA,8,150,8,149,150
"3182","2014",2014-09-17,"",NA,15,149,8,138,149
"3183","2014",2014-09-18,"",NA,24,146,12,124,146
"3184","2014",2014-09-19,"",NA,35,139,19,109,139
"3185","2014",2014-09-20,"",NA,45,131,29,95,131
"3186","2014",2014-09-21,"",NA,56,122,41,NA,122
"3187","2014",2014-09-22,"",81,65,112,52,NA,112
"3188","2014",2014-09-23,"lq",70,70,101,55,NA,101
"3189","2014",2014-09-24,"",91,86,86,NA,NA,91
"3190","2014",2014-09-25,"",NA,45,94,74,94,94
"3191","2014",2014-09-26,"",NA,35,101,61,105,105
"3192","2014",2014-09-27,"",NA,26,108,46,115,115
"3193","2014",2014-09-28,"",90,61,119,56,NA,119
"3194","2014",2014-09-29,"fq",75,73,110,49,NA,110
"3195","2014",2014-09-30,"",88,87,113,NA,NA,113
"3196","2014",2014-10-01,"",NA,32,100,75,127,127
"3197","2014",2014-10-02,"",NA,16,114,58,143,143
"3198","2014",2014-10-03,"",NA,3,127,41,156,156
"3199","2014",2014-10-04,"",NA,-5,139,26,164,164
"3200","2014",2014-10-05,"fm",NA,-7,148,15,165,165
"3201","2014",2014-10-06,"",NA,-3,152,9,158,158
"3202","2014",2014-10-07,"",NA,6,153,9,145,153
"3203","2014",2014-10-08,"",NA,18,149,15,128,149
"3204","2014",2014-10-09,"",NA,33,141,25,110,141
"3205","2014",2014-10-10,"",NA,48,131,39,NA,131
"3206","2014",2014-10-11,"",91,62,118,53,NA,118
"3207","2014",2014-10-12,"lq",76,73,105,56,NA,105
"3208","2014",2014-10-13,"",92,91,94,NA,NA,94
"3209","2014",2014-10-14,"",NA,45,99,78,104,104
"3210","2014",2014-10-15,"",NA,35,106,66,114,114
"3211","2014",2014-10-16,"",NA,28,113,54,123,123
"3212","2014",2014-10-17,"",NA,22,119,43,130,130
"3213","2014",2014-10-18,"",NA,18,124,33,135,135
"3214","2014",2014-10-19,"",NA,16,130,23,138,138
"3215","2014",2014-10-20,"",NA,15,135,16,138,138
"3216","2014",2014-10-21,"nm",NA,17,139,11,135,139
"3217","2014",2014-10-22,"",NA,20,141,9,130,141
"3218","2014",2014-10-23,"",NA,25,142,10,122,142
"3219","2014",2014-10-24,"",NA,32,140,14,111,140
"3220","2014",2014-10-25,"",NA,40,135,21,99,135
"3221","2014",2014-10-26,"",NA,50,127,31,NA,127
"3222","2014",2014-10-27,"",84,61,116,41,NA,116
"3223","2014",2014-10-28,"",NA,14,147,22,132,147
"3224","2014",2014-10-29,"",NA,30,141,32,NA,141
"3225","2014",2014-10-30,"",112,47,131,45,NA,131
"3226","2014",2014-10-31,"",92,64,118,55,NA,118
"3227","2014",2014-11-01,"lq",106,49,NA,NA,NA,106
"3228","2014",2014-11-02,"",94,87,110,NA,NA,110
"3229","2014",2014-11-03,"",NA,36,106,75,121,121
"3230","2014",2014-11-04,"",NA,26,116,62,132,132
"3231","2014",2014-11-05,"",NA,19,123,52,140,140
"3232","2014",2014-11-06,"",NA,16,129,43,144,144
"3233","2014",2014-11-07,"",NA,14,132,35,146,146
"3234","2014",2014-11-08,"",NA,14,135,29,145,145
"3235","2014",2014-11-09,"nm",NA,17,136,25,142,142
"3236","2014",2014-11-10,"",NA,20,137,23,136,137
"3237","2014",2014-11-11,"",NA,25,137,23,128,137
"3238","2014",2014-11-12,"",NA,32,135,26,119,135
"3239","2014",2014-11-13,"",NA,39,132,31,107,132
"3240","2014",2014-11-14,"",NA,48,126,38,94,126
"3241","2014",2014-11-15,"",NA,56,119,47,NA,119
"3242","2014",2014-11-16,"",81,66,110,53,NA,110
"3243","2014",2014-11-17,"fq",98,44,NA,NA,NA,98
"3244","2014",2014-11-18,"",90,81,103,NA,NA,103
"3245","2014",2014-11-19,"",NA,29,101,65,119,119
"3246","2014",2014-11-20,"",NA,15,115,46,134,134
"3247","2014",2014-11-21,"",NA,3,128,28,147,147
"3248","2014",2014-11-22,"",NA,-4,140,11,154,154
"3249","2014",2014-11-23,"fm",NA,-5,149,-1,155,155
"3250","2014",2014-11-24,"",NA,-1,154,-7,148,154
"3251","2014",2014-11-25,"",NA,8,154,-7,136,154
"3252","2014",2014-11-26,"",NA,20,150,0,119,150
"3253","2014",2014-11-27,"nm",NA,8,139,32,152,152
"3254","2014",2014-11-28,"",NA,14,138,31,145,145
"3255","2014",2014-11-29,"",NA,21,136,32,135,136
"3256","2014",2014-11-30,"",NA,29,132,35,124,132
"3257","2014",2014-12-01,"",NA,38,128,40,111,128
"3258","2014",2014-12-02,"",NA,47,122,47,98,122
"3259","2014",2014-12-03,"",NA,57,116,56,NA,116
"3260","2014",2014-12-04,"",84,65,108,62,NA,108
"3261","2014",2014-12-05,"fq",99,54,NA,NA,NA,99
"3262","2014",2014-12-06,"",90,88,100,NA,NA,100
"3263","2014",2014-12-07,"",NA,39,97,75,112,112
"3264","2014",2014-12-08,"",NA,25,106,62,125,125
"3265","2014",2014-12-09,"",NA,12,116,47,138,138
"3266","2014",2014-12-10,"",NA,2,126,33,149,149
"3267","2014",2014-12-11,"",NA,-4,136,20,155,155
"3268","2014",2014-12-12,"fm",NA,-6,144,11,156,156
"3269","2014",2014-12-13,"",NA,-2,149,5,151,151
"3270","2014",2014-12-14,"",NA,6,151,5,140,151
"3271","2014",2014-12-15,"",NA,18,148,11,124,148
"3272","2014",2014-12-16,"",NA,33,141,21,NA,141
"3273","2014",2014-12-17,"",105,49,130,35,NA,130
"3274","2014",2014-12-18,"",86,65,116,47,NA,116
"3275","2014",2014-12-19,"lq",101,42,NA,NA,NA,101
"3276","2014",2014-12-20,"",96,81,105,NA,NA,105
"3277","2014",2014-12-21,"",NA,30,108,65,119,119
"3278","2014",2014-12-22,"",NA,21,119,50,130,130
"3279","2014",2014-12-23,"",NA,15,127,38,137,137
"3280","2014",2014-12-24,"",NA,13,132,27,141,141
"3281","2014",2014-12-25,"",NA,13,136,20,140,140
"3282","2014",2014-12-26,"nm",NA,15,137,14,137,137
"3283","2014",2014-12-27,"",NA,14,122,24,131,131
"3284","2014",2014-12-28,"",NA,13,130,12,134,134
"3285","2014",2014-12-29,"",NA,14,138,3,133,138
"3286","2014",2014-12-30,"fm",NA,17,145,-4,129,145
"3287","2014",2014-12-31,"",NA,22,149,-7,121,149
"3288","2015",2015-01-01,"",NA,29,150,-5,110,150
"3289","2015",2015-01-02,"",NA,37,147,1,95,147
"3290","2015",2015-01-03,"",NA,46,140,12,NA,140
"3291","2015",2015-01-04,"",79,56,128,27,NA,128
"3292","2015",2015-01-05,"",66,65,113,36,NA,113
"3293","2015",2015-01-06,"lq",94,28,NA,NA,NA,94
"3294","2015",2015-01-07,"",97,73,103,NA,NA,103
"3295","2015",2015-01-08,"",NA,18,110,51,118,118
"3296","2015",2015-01-09,"",NA,12,123,30,129,129
"3297","2015",2015-01-10,"",NA,10,134,11,135,135
"3298","2015",2015-01-11,"",NA,11,142,-4,134,142
"3299","2015",2015-01-12,"nm",NA,16,146,-13,128,146
"3300","2015",2015-01-13,"",NA,22,147,-16,118,147
"3301","2015",2015-01-14,"",NA,30,144,-13,106,144
"3302","2015",2015-01-15,"",NA,39,138,-6,94,138
"3303","2015",2015-01-16,"",NA,47,131,4,83,131
"3304","2015",2015-01-17,"",NA,55,122,16,NA,122
"3305","2015",2015-01-18,"",73,61,111,28,NA,111
"3306","2015",2015-01-19,"",66,66,100,38,NA,100
"3307","2015",2015-01-20,"fq",88,39,NA,NA,NA,88
"3308","2015",2015-01-21,"",85,70,74,34,NA,85
"3309","2015",2015-01-22,"",89,55,83,29,NA,89
"3310","2015",2015-01-23,"",96,39,92,24,NA,96
"3311","2015",2015-01-24,"",104,23,100,NA,NA,104
"3312","2015",2015-01-25,"",NA,21,114,7,107,114
"3313","2015",2015-01-26,"",NA,20,125,-8,111,125
"3314","2015",2015-01-27,"",96,31,NA,NA,NA,96
"3315","2015",2015-01-28,"",97,76,107,NA,NA,107
"3316","2015",2015-01-29,"",NA,18,110,54,124,124
"3317","2015",2015-01-30,"",NA,8,124,32,138,138
"3318","2015",2015-01-31,"",NA,3,137,11,146,146
"3319","2015",2015-02-01,"",NA,3,148,-5,147,148
"3320","2015",2015-02-02,"nm",NA,7,155,-16,140,155
"3321","2015",2015-02-03,"",NA,15,157,-19,128,157
"3322","2015",2015-02-04,"",NA,25,153,-14,112,153
"3323","2015",2015-02-05,"",NA,37,146,-4,96,146
"3324","2015",2015-02-06,"",NA,48,134,11,NA,134
"3325","2015",2015-02-07,"",81,59,120,28,NA,120
"3326","2015",2015-02-08,"",69,68,105,41,NA,105
"3327","2015",2015-02-09,"fq",91,41,NA,NA,NA,91
"3328","2015",2015-02-10,"",92,74,85,NA,NA,92
"3329","2015",2015-02-11,"",NA,35,97,59,94,97
"3330","2015",2015-02-12,"",NA,30,103,45,102,103
"3331","2015",2015-02-13,"",NA,26,108,31,108,108
"3332","2015",2015-02-14,"",NA,24,114,18,113,114
"3333","2015",2015-02-15,"",NA,23,121,7,116,121
"3334","2015",2015-02-16,"",NA,23,128,-3,116,128
"3335","2015",2015-02-17,"fm",NA,24,134,-10,114,134
"3336","2015",2015-02-18,"",NA,27,139,-14,110,139
"3337","2015",2015-02-19,"",NA,31,141,-14,103,141
"3338","2015",2015-02-20,"",NA,35,140,-11,94,140
"3339","2015",2015-02-21,"",NA,41,135,-4,84,135
"3340","2015",2015-02-22,"",NA,48,127,7,NA,127
"3341","2015",2015-02-23,"",73,57,115,19,NA,115
"3342","2015",2015-02-24,"",68,67,100,28,NA,100
"3343","2015",2015-02-25,"lq",79,77,84,27,NA,84
"3344","2015",2015-02-26,"",92,58,91,22,NA,92
"3345","2015",2015-02-27,"",NA,48,138,18,NA,138
"3346","2015",2015-02-28,"",82,61,122,35,NA,122
"3347","2015",2015-03-01,"fq",105,42,NA,NA,NA,105
"3348","2015",2015-03-02,"",92,87,94,NA,NA,94
"3349","2015",2015-03-03,"",NA,35,101,69,104,104
"3350","2015",2015-03-04,"",NA,28,109,53,114,114
"3351","2015",2015-03-05,"",NA,24,117,39,122,122
"3352","2015",2015-03-06,"",NA,22,122,27,126,126
"3353","2015",2015-03-07,"",NA,21,126,17,127,127
"3354","2015",2015-03-08,"",NA,22,130,9,126,130
"3355","2015",2015-03-09,"fm",NA,24,133,3,123,133
"3356","2015",2015-03-10,"",NA,28,136,0,118,136
"3357","2015",2015-03-11,"",NA,32,138,0,111,138
"3358","2015",2015-03-12,"",NA,36,137,2,103,137
"3359","2015",2015-03-13,"",NA,42,135,7,94,135
"3360","2015",2015-03-14,"",NA,47,129,14,83,129
"3361","2015",2015-03-15,"",NA,54,121,23,NA,121
"3362","2015",2015-03-16,"",73,61,110,33,NA,110
"3363","2015",2015-03-17,"lq",96,38,NA,NA,NA,96
"3364","2015",2015-03-18,"",82,78,84,30,NA,84
"3365","2015",2015-03-19,"",93,58,94,NA,NA,94
"3366","2015",2015-03-20,"",NA,21,107,36,109,109
"3367","2015",2015-03-21,"",NA,14,121,13,120,121
"3368","2015",2015-03-22,"",NA,10,135,-7,127,135
"3369","2015",2015-03-23,"",NA,10,146,-23,128,146
"3370","2015",2015-03-24,"nm",NA,13,152,-33,123,152
"3371","2015",2015-03-25,"",NA,19,154,-35,113,154
"3372","2015",2015-03-26,"",NA,27,150,-28,101,150
"3373","2015",2015-03-27,"",NA,37,141,-16,88,141
"3374","2015",2015-03-28,"",NA,48,128,0,77,128
"3375","2015",2015-03-29,"",NA,59,111,17,NA,111
"3376","2015",2015-03-30,"",NA,28,140,8,121,140
"3377","2015",2015-03-31,"",NA,34,138,11,111,138
"3378","2015",2015-04-01,"",NA,41,134,16,101,134
"3379","2015",2015-04-02,"",NA,48,128,24,89,128
"3380","2015",2015-04-03,"",NA,55,121,33,NA,121
"3381","2015",2015-04-04,"",78,62,112,43,NA,112
"3382","2015",2015-04-05,"",68,68,100,49,NA,100
"3383","2015",2015-04-06,"lq",87,40,NA,NA,NA,87
"3384","2015",2015-04-07,"",89,70,89,NA,NA,89
"3385","2015",2015-04-08,"",NA,30,99,53,102,102
"3386","2015",2015-04-09,"",NA,21,110,34,115,115
"3387","2015",2015-04-10,"",NA,13,122,15,125,125
"3388","2015",2015-04-11,"",NA,9,134,-2,132,134
"3389","2015",2015-04-12,"",NA,8,145,-16,133,145
"3390","2015",2015-04-13,"nm",NA,10,152,-24,129,152
"3391","2015",2015-04-14,"",NA,16,154,-26,119,154
"3392","2015",2015-04-15,"",NA,25,152,-21,106,152
"3393","2015",2015-04-16,"",NA,35,143,-9,92,143
"3394","2015",2015-04-17,"",NA,47,130,7,NA,130
"3395","2015",2015-04-18,"",79,60,114,24,NA,114
"3396","2015",2015-04-19,"fq",74,73,95,34,NA,95
"3397","2015",2015-04-20,"",86,74,88,32,NA,88
"3398","2015",2015-04-21,"",98,55,97,NA,NA,98
"3399","2015",2015-04-22,"",NA,28,108,37,106,108
"3400","2015",2015-04-23,"",NA,25,116,22,112,116
"3401","2015",2015-04-24,"",NA,24,123,9,115,123
"3402","2015",2015-04-25,"",NA,24,127,0,115,127
"3403","2015",2015-04-26,"",NA,26,130,-6,113,130
"3404","2015",2015-04-27,"fm",NA,29,132,-9,109,132
"3405","2015",2015-04-28,"",NA,32,133,-10,104,133
"3406","2015",2015-04-29,"",NA,35,132,-8,99,132
"3407","2015",2015-04-30,"",NA,20,116,32,124,124
"3408","2015",2015-05-01,"",NA,15,125,18,131,131
"3409","2015",2015-05-02,"",NA,12,134,6,134,134
"3410","2015",2015-05-03,"nm",NA,11,141,-3,134,141
"3411","2015",2015-05-04,"",NA,14,147,-8,130,147
"3412","2015",2015-05-05,"",NA,19,149,-9,122,149
"3413","2015",2015-05-06,"",NA,27,147,-5,111,147
"3414","2015",2015-05-07,"",NA,36,141,4,97,141
"3415","2015",2015-05-08,"",NA,47,131,18,NA,131
"3416","2015",2015-05-09,"",82,60,117,32,NA,117
"3417","2015",2015-05-10,"fq",73,73,100,38,NA,100
"3418","2015",2015-05-11,"",87,79,95,30,NA,95
"3419","2015",2015-05-12,"",101,59,107,NA,NA,107
"3420","2015",2015-05-13,"",NA,22,114,39,120,120
"3421","2015",2015-05-14,"",NA,17,125,21,129,129
"3422","2015",2015-05-15,"",NA,15,134,7,132,134
"3423","2015",2015-05-16,"",NA,15,140,-3,131,140
"3424","2015",2015-05-17,"fm",NA,18,142,-8,125,142
"3425","2015",2015-05-18,"",NA,23,142,-9,118,142
"3426","2015",2015-05-19,"",NA,30,138,-6,108,138
"3427","2015",2015-05-20,"",NA,37,133,1,98,133
"3428","2015",2015-05-21,"",NA,44,126,9,89,126
"3429","2015",2015-05-22,"",NA,51,118,19,NA,118
"3430","2015",2015-05-23,"",79,58,107,29,NA,107
"3431","2015",2015-05-24,"",71,65,96,39,NA,96
"3432","2015",2015-05-25,"lq",82,42,NA,NA,NA,82
"3433","2015",2015-05-26,"",80,67,72,37,NA,80
"3434","2015",2015-05-27,"",88,51,81,30,NA,88
"3435","2015",2015-05-28,"",97,34,91,24,NA,97
"3436","2015",2015-05-29,"",108,17,101,NA,NA,108
"3437","2015",2015-05-30,"",NA,19,119,1,108,119
"3438","2015",2015-05-31,"fq",73,72,103,42,NA,103
"3439","2015",2015-06-01,"",87,83,99,30,NA,99
"3440","2015",2015-06-02,"",101,64,114,NA,NA,114
"3441","2015",2015-06-03,"",NA,18,115,43,129,129
"3442","2015",2015-06-04,"",NA,9,128,24,141,141
"3443","2015",2015-06-05,"",NA,4,140,7,146,146
"3444","2015",2015-06-06,"",NA,3,148,-5,146,148
"3445","2015",2015-06-07,"fm",NA,7,151,-11,139,151
"3446","2015",2015-06-08,"",NA,15,151,-10,127,151
"3447","2015",2015-06-09,"",NA,25,145,-4,113,145
"3448","2015",2015-06-10,"",NA,36,137,7,99,137
"3449","2015",2015-06-11,"",NA,47,125,20,NA,125
"3450","2015",2015-06-12,"",85,58,113,34,NA,113
"3451","2015",2015-06-13,"",74,68,99,46,NA,99
"3452","2015",2015-06-14,"lq",86,45,NA,NA,NA,86
"3453","2015",2015-06-15,"",88,70,81,NA,NA,88
"3454","2015",2015-06-16,"",NA,38,95,57,90,95
"3455","2015",2015-06-17,"",NA,31,102,43,99,102
"3456","2015",2015-06-18,"",NA,26,109,29,107,109
"3457","2015",2015-06-19,"",NA,22,116,16,113,116
"3458","2015",2015-06-20,"",NA,19,123,4,117,123
"3459","2015",2015-06-21,"",NA,18,130,-6,119,130
"3460","2015",2015-06-22,"nm",NA,18,136,-12,118,136
"3461","2015",2015-06-23,"",NA,20,140,-16,114,140
"3462","2015",2015-06-24,"",NA,24,140,-15,108,140
"3463","2015",2015-06-25,"",NA,30,137,-11,99,137
"3464","2015",2015-06-26,"",NA,37,131,-2,88,131
"3465","2015",2015-06-27,"",NA,47,121,10,78,121
"3466","2015",2015-06-28,"",NA,57,107,22,NA,107
"3467","2015",2015-06-29,"fq",73,69,91,30,NA,91
"3468","2015",2015-06-30,"",83,68,84,27,NA,84
"3469","2015",2015-07-01,"",NA,34,140,12,101,140
"3470","2015",2015-07-02,"",NA,49,127,28,NA,127
"3471","2015",2015-07-03,"",84,64,112,43,NA,112
"3472","2015",2015-07-04,"lq",96,45,NA,NA,NA,96
"3473","2015",2015-07-05,"",91,79,91,NA,NA,91
"3474","2015",2015-07-06,"",NA,37,101,64,102,102
"3475","2015",2015-07-07,"",NA,29,109,51,112,112
"3476","2015",2015-07-08,"",NA,24,116,38,119,119
"3477","2015",2015-07-09,"",NA,20,121,27,124,124
"3478","2015",2015-07-10,"",NA,19,126,18,126,126
"3479","2015",2015-07-11,"",NA,18,130,10,127,130
"3480","2015",2015-07-12,"nm",NA,20,133,4,125,133
"3481","2015",2015-07-13,"",NA,22,135,1,121,135
"3482","2015",2015-07-14,"",NA,26,136,0,115,136
"3483","2015",2015-07-15,"",NA,31,135,2,108,135
"3484","2015",2015-07-16,"",NA,37,131,7,98,131
"3485","2015",2015-07-17,"",NA,44,125,15,87,125
"3486","2015",2015-07-18,"",NA,52,116,24,NA,116
"3487","2015",2015-07-19,"",76,61,105,34,NA,105
"3488","2015",2015-07-20,"fq",71,71,90,36,NA,90
"3489","2015",2015-07-21,"",84,71,87,27,NA,87
